SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary,Dataset
Oc1c(OC(=O)C(=O)O)ccc(c1C=S)C/C=C\C,17/000001103,"InChI=1S/C13H12O5S/c1-2-3-4-8-5-6-10(11(14)9(8)7-19)18-13(17)12(15)16/h2-3,5-7,14H,4H2,1H3,(H,15,16)/b3-2-",C13H11O5S,279,1.27,4.71,-4.19,3.58,-40,3.2702362738412596,1,CONCAT
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)c1nnc[nH]1,17/000000629,"InChI=1S/C11H8N6O3/c18-7-3-6(9-12-4-14-16-9)1-2-8(7)20-11(19)10-13-5-15-17-10/h1-5,18H,(H,12,14,16)(H,13,15,17)",C11H8N6O3,272,3.14,4.71,-3.89,22.9,-180,3.4449065115718094,1,CONCAT
ON[C@H](C(=O)Cc1nnc(s1)CC=C)c1n[nH]cc1Br,1/000000223,"InChI=1S/C11H12BrN5O2S/c1-2-3-8-14-15-9(20-8)4-7(18)11(17-19)10-6(12)5-13-16-10/h2,5,11,17,19H,1,3-4H2,(H,13,16)/t11-/m1/s1",C11H12N5O2SBr,358,1.5,4.7,1.18,2.48,-150,4.381411174003103,1,CONCAT
Oc1c(OC(=O)C(=O)O)ccc(c1)CCCCBr,17/000001529,"InChI=1S/C12H13BrO5/c13-6-2-1-3-8-4-5-10(9(14)7-8)18-12(17)11(15)16/h4-5,7,14H,1-3,6H2,(H,15,16)",C12H12O5Br,316,2.23,4.7,-5.45,3.58,-20,2.3784094605288075,1,CONCAT
Oc1c(OC(=O)C(=O)O)ccc(c1)CCC,17/000000951,"InChI=1S/C11H12O5/c1-2-3-7-4-5-9(8(12)6-7)16-11(15)10(13)14/h4-6,12H,2-3H2,1H3,(H,13,14)",C11H11O5,223,1.19,4.7,-3.05,3.58,-40,2.164557419892162,1,CONCAT
OC(=O)CCCCc1c(O)ccc(c1)[C@@H]([NH3+])c1cccc(c1)N,17/000001128,"InChI=1S/C18H22N2O3/c19-15-6-3-5-13(11-15)18(20)14-8-9-16(21)12(10-14)4-1-2-7-17(22)23/h3,5-6,8-11,18,21H,1-2,4,7,19-20H2,(H,22,23)/p+1/t18-/m0/s1",C18H23N2O3,315,1.81,4.7,-1.9,16.2,-190,3.1993582285085775,1,CONCAT
Oc1c(OC(=O)c2nnc([nH]2)CCN)ccc(c1)[C@@H](CC)S,17/000001269,"InChI=1S/C14H18N4O3S/c1-2-11(22)8-3-4-10(9(19)7-8)21-14(20)13-16-12(5-6-15)17-18-13/h3-4,7,11,19,22H,2,5-6,15H2,1H3,(H,16,17,18)/t11-/m1/s1",C14H18N4O3S,322,2.47,4.7,-1.1,22.6,-190,3.814284940085938,1,CONCAT
Oc1c(OC(=O)c2nnc[nH]2)cccc1c1cc[nH]c1,17/000000625,"InChI=1S/C13H10N4O3/c18-11-9(8-4-5-14-6-8)2-1-3-10(11)20-13(19)12-15-7-16-17-12/h1-7,14,18H,(H,15,16,17)",C13H10N4O3,270,2.81,4.7,-2.49,3.58,-120,3.2092879439325515,1,CONCAT
Oc1c(Nc2nncs2)ccc(c1c1nc(c[nH]1)Cl)N,6/000000010,"InChI=1S/C11H9ClN6OS/c12-7-3-14-10(17-7)8-5(13)1-2-6(9(8)19)16-11-18-15-4-20-11/h1-4,19H,13H2,(H,14,17)(H,16,18)",C11H9N6OSCl,308,2.51,4.7,-3.12,24.0,-140,3.312268022112084,1,CONCAT
Sc1c(/C=C/C=C/COCCN)cc(cc1ON)Br,15/000000242,"InChI=1S/C13H17BrN2O2S/c14-11-8-10(13(19)12(9-11)18-16)4-2-1-3-6-17-7-5-15/h1-4,8-9,19H,5-7,15-16H2/b3-1+,4-2+",C13H17N2O2SBr,345,1.54,4.7,-6.93,2.35,-40,3.499178406514357,1,CONCAT
C#Cc1cc(c(cc1)O)CCCCC(=O)O,17/000001632,"InChI=1S/C13H14O3/c1-2-10-7-8-12(14)11(9-10)5-3-4-6-13(15)16/h1,7-9,14H,3-6H2,(H,15,16)",C13H14O3,218,2.43,4.7,-2.43,2.22,0,2.2512061676560258,1,CONCAT
ONCC(=O)Cc1nnc(s1)c1ccn(c1C)C,1/000000114,"InChI=1S/C11H14N4O2S/c1-7-9(3-4-15(7)2)11-14-13-10(18-11)5-8(16)6-12-17/h3-4,12,17H,5-6H2,1-2H3",C11H14N4O2S,266,1.02,4.69,-2.99,23.7,-180,3.286900656761145,1,CONCAT
Sc1c(/C=C/C=C)cc(cc1ON)Br,15/000000183,"InChI=1S/C10H10BrNOS/c1-2-3-4-7-5-8(11)6-9(13-12)10(7)14/h2-6,14H,1,12H2/b4-3+",C10H10NOSBr,272,2.52,4.69,-6.02,2.35,0,3.576224715246793,1,CONCAT
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)c1ncsc1C,17/000000160,"InChI=1S/C13H10N4O3S/c1-7-11(15-6-21-7)8-2-3-10(9(18)4-8)20-13(19)12-14-5-16-17-12/h2-6,18H,1H3,(H,14,16,17)",C13H10N4O3S,302,2.85,4.69,-4.25,3.58,-180,3.1947366973552462,1,CONCAT
Oc1c(OC(=O)c2nnc([nH]2)CCN)ccc(c1)C/C=C/CC,17/000001571,"InChI=1S/C16H20N4O3/c1-2-3-4-5-11-6-7-13(12(21)10-11)23-16(22)15-18-14(8-9-17)19-20-15/h3-4,6-7,10,21H,2,5,8-9,17H2,1H3,(H,18,19,20)/b4-3+",C16H20N4O3,316,2.67,4.69,-2.44,4.94,-80,3.1820462818495736,1,CONCAT
Oc1c(OC(=O)C(=O)O)ccc(c1C=C)C1=CCC1,17/000001036,"InChI=1S/C14H12O5/c1-2-9-10(8-4-3-5-8)6-7-11(12(9)15)19-14(18)13(16)17/h2,4,6-7,15H,1,3,5H2,(H,16,17)",C14H11O5,259,1.29,4.69,-4.6,5.09,-120,2.9414607082304,1,CONCAT
SSCCCCc1oc(nc1)C(=O)Oc1ccc(cc1O)CC(=O)O,17/000001561,"InChI=1S/C16H17NO6S2/c18-12-7-10(8-14(19)20)4-5-13(12)23-16(21)15-17-9-11(22-15)3-1-2-6-25-24/h4-5,7,9,18,24H,1-3,6,8H2,(H,19,20)",C16H17NO6S2,383,2.1,4.69,1.55,5.09,-60,3.0708147526601604,1,CONCAT
Oc1cc(ccc1C/C=C/C)CC(=O)Nc1ccc(c(c1)N)F,28/000000096,"InChI=1S/C18H19FN2O2/c1-2-3-4-13-6-5-12(9-17(13)22)10-18(23)21-14-7-8-15(19)16(20)11-14/h2-3,5-9,11,22H,4,10,20H2,1H3,(H,21,23)/b3-2+",C18H19N2O2F,314,2.72,4.69,-6.7,3.58,-80,2.3674397729738335,1,CONCAT
Oc1c(OC(=O)C(=O)O)cccc1[C@H](/C=C\CS)N,17/000000507,"InChI=1S/C12H13NO5S/c13-8(4-2-6-19)7-3-1-5-9(10(7)14)18-12(17)11(15)16/h1-5,8,14,19H,6,13H2,(H,15,16)/b4-2-/t8-/m0/s1",C12H12NO5S,282,0.41,4.68,-2.16,18.9,-150,3.7147474895569985,1,CONCAT
Oc1c(OC(=O)c2cc[nH]c2)ccc(c1N(=O)=O)[C@H](CN)CCl,17/000001105,"InChI=1S/C14H14ClN3O5/c15-5-9(6-16)10-1-2-11(13(19)12(10)18(21)22)23-14(20)8-3-4-17-7-8/h1-4,7,9,17,19H,5-6,16H2/t9-/m0/s1",C14H14N3O5Cl,339,1.64,4.68,-4.41,3.85,-170,3.633798887849237,1,CONCAT
ON[C@H](CNC(=O)CC[C@@H]1NC=CN1)S,1/000000863,"InChI=1S/C8H16N4O2S/c13-7(11-5-8(15)12-14)2-1-6-9-3-4-10-6/h3-4,6,8-10,12,14-15H,1-2,5H2,(H,11,13)/t8-/m0/s1",C8H15N4O2S,231,0.12,4.68,1.1,2.22,-150,4.553146079833166,1,CONCAT
Oc1c(OC(=O)C(=O)O)ccc(c1)[C@H](CN)CS,17/000001472,"InChI=1S/C11H13NO5S/c12-4-7(5-18)6-1-2-9(8(13)3-6)17-11(16)10(14)15/h1-3,7,13,18H,4-5,12H2,(H,14,15)/t7-/m1/s1",C11H12NO5S,270,0.17,4.68,-6.08,17.3,-170,3.247910804603581,1,CONCAT
OC(=O)c1cc(OC)ccc1c1nnc([nH]1)C(=O)OC,12/000000044,"InChI=1S/C12H11N3O5/c1-19-6-3-4-7(8(5-6)11(16)17)9-13-10(15-14-9)12(18)20-2/h3-5H,1-2H3,(H,16,17)(H,13,14,15)",C12H11N3O5,277,2.48,4.68,-0.09,5.09,-200,2.6135317394473816,1,CONCAT
Oc1c(OC(=O)c2nnc[nH]2)cc(cc1c1ncncn1)CCC,17/000000555,"InChI=1S/C15H14N6O3/c1-2-3-9-4-10(13-17-6-16-7-18-13)12(22)11(5-9)24-15(23)14-19-8-20-21-14/h4-8,22H,2-3H2,1H3,(H,19,20,21)",C15H14N6O3,326,1.9,4.68,-4.23,22.1,-180,3.239994676899718,1,CONCAT
Oc1c(OC(=O)c2nnc([nH]2)CCC)ccc(c1/C=C\C)CNNC,17/000001034,"InChI=1S/C17H23N5O3/c1-4-6-12-11(10-19-18-3)8-9-13(15(12)23)25-17(24)16-20-14(7-5-2)21-22-16/h4,6,8-9,18-19,23H,5,7,10H2,1-3H3,(H,20,21,22)/b6-4-",C17H23N5O3,345,4.11,4.68,-2.72,24.3,-180,3.521880906506313,1,CONCAT
Oc1cc(c(c(c1)C/C=C/CCO)F)C(=C)CC,16/000000102,"InChI=1S/C15H19FO2/c1-3-11(2)14-10-13(18)9-12(15(14)16)7-5-4-6-8-17/h4-5,9-10,17-18H,2-3,6-8H2,1H3/b5-4+",C15H19O2F,250,2.78,4.68,-3.87,3.58,-40,3.22915671327606,1,CONCAT
Oc1ccccc1C(=C)COC(=O)C[C@H](C)c1nnc([nH]1)S,1/000001061,"InChI=1S/C15H17N3O3S/c1-9(14-16-15(22)18-17-14)7-13(20)21-8-10(2)11-5-3-4-6-12(11)19/h3-6,9,19H,2,7-8H2,1H3,(H2,16,17,18,22)/t9-/m0/s1",C15H17N3O3S,319,3.39,4.67,1.03,5.08,-190,3.7439215100733296,1,CONCAT
Oc1c(OC(=O)c2nnn[nH]2)cccc1C(=O)[C@@H](C=C)O,17/000000881,"InChI=1S/C12H10N4O5/c1-2-7(17)9(18)6-4-3-5-8(10(6)19)21-12(20)11-13-15-16-14-11/h2-5,7,17,19H,1H2,(H,13,14,15,16)/t7-/m1/s1",C12H10N4O5,290,-0.4,4.67,-1.95,5.09,-170,3.7222352855159855,1,CONCAT
OCCCCc1nnc([nH]1)[C@@H](n1nc[nH]c1=O)Cl,26/000000033,"InChI=1S/C9H13ClN6O2/c10-7(16-9(18)11-5-12-16)8-13-6(14-15-8)3-1-2-4-17/h5,7,17H,1-4H2,(H,11,12,18)(H,13,14,15)/t7-/m1/s1",C9H13N6O2Cl,272,1.06,4.67,6.16,21.4,-150,4.246681392838875,1,CONCAT
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)c1[nH]ncc1Br,17/000001507,"InChI=1S/C11H7BrN6O3/c12-6-4-13-14-9(6)5-1-2-8(7(19)3-5)21-11(20)10-15-17-18-16-10/h1-4,19H,(H,13,14)(H,15,16,17,18)",C11H7N6O3Br,351,1.76,4.67,-4.38,3.58,-180,3.172315158893708,1,CONCAT
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)CC#CC,17/000000206,"InChI=1S/C13H11N3O3/c1-2-3-4-9-5-6-11(10(17)7-9)19-13(18)12-14-8-15-16-12/h5-8,17H,4H2,1H3,(H,14,15,16)",C13H11N3O3,257,2.86,4.67,-4.07,3.58,-40,3.2389412512168256,1,CONCAT
Sc1ncc([nH]1)[C@@H](c1oc(cc1)Br)O,26/000000138,"InChI=1S/C8H7BrN2O2S/c9-6-2-1-5(13-6)7(12)4-3-10-8(14)11-4/h1-3,7,12H,(H2,10,11,14)/t7-/m0/s1",C8H7N2O2SBr,275,0.63,4.67,5.31,2.22,-150,4.024174189155874,1,CONCAT
Oc1c(S)c(cc(c1)Br)/C=C/[C@H](c1nncs1)O,15/000000248,"InChI=1S/C11H9BrN2O2S2/c12-7-3-6(10(17)9(16)4-7)1-2-8(15)11-14-13-5-18-11/h1-5,8,15-17H/b2-1+/t8-/m1/s1",C11H9N2O2S2Br,345,3.45,4.66,-9.07,2.22,-190,4.096155727680504,1,CONCAT
OC/C=C/1\C(=O)NN=C1[C@@H](C/C=C/Cc1nocn1)N,1/000000998,"InChI=1S/C12H15N5O3/c13-9(3-1-2-4-10-14-7-20-17-10)11-8(5-6-18)12(19)16-15-11/h1-2,5,7,9,18H,3-4,6,13H2,(H,16,19)/b2-1+,8-5-/t9-/m1/s1",C12H15N5O3,277,-0.31,4.66,4.23,5.09,-150,4.517984048497031,1,CONCAT
Oc1c(OC(=O)c2nnc[nH]2)cc(cc1c1[nH]ncc1Cl)COC,17/000001517,"InChI=1S/C14H12ClN5O4/c1-23-5-7-2-8(11-9(15)4-17-19-11)12(21)10(3-7)24-14(22)13-16-6-18-20-13/h2-4,6,21H,5H2,1H3,(H,17,19)(H,16,18,20)",C14H12N5O4Cl,349,3.13,4.66,-4.67,5.24,-140,3.3342124419990675,1,CONCAT
Oc1c(OC(=O)CO)ccc(c1N(=O)=O)[C@@H](CCl)NCN,17/000001101,"InChI=1S/C11H14ClN3O6/c12-3-7(14-5-13)6-1-2-8(21-9(17)4-16)11(18)10(6)15(19)20/h1-2,7,14,16,18H,3-5,13H2/t7-/m1/s1",C11H14N3O6Cl,319,-0.0,4.66,-6.11,20.9,-200,3.7253277353075713,1,CONCAT
ON[C@H](C(=O)Cc1nnc(s1)C/C=C/C(=O)C)c1n[nH]cc1Br,1/000000446,"InChI=1S/C13H14BrN5O3S/c1-7(20)3-2-4-10-16-17-11(23-10)5-9(21)13(19-22)12-8(14)6-15-18-12/h2-3,6,13,19,22H,4-5H2,1H3,(H,15,18)/b3-2+/t13-/m1/s1",C13H14N5O3SBr,400,1.1,4.66,1.53,3.84,-170,4.372960391970116,1,CONCAT
Oc1c(OC(=O)c2cc[nH]c2)ccc(c1N(=O)=O)CCCl,17/000000442,"InChI=1S/C13H11ClN2O5/c14-5-3-8-1-2-10(12(17)11(8)16(19)20)21-13(18)9-4-6-15-7-9/h1-2,4,6-7,15,17H,3,5H2",C13H11N2O5Cl,310,2.55,4.66,-3.94,3.58,-20,2.9609226655250076,1,CONCAT
Oc1c(OC(=O)c2ncoc2)ccc(c1)NC(=O)C(=C)C/C=C/C,17/000001221,"InChI=1S/C17H16N2O5/c1-3-4-5-11(2)16(21)19-12-6-7-15(14(20)8-12)24-17(22)13-9-23-10-18-13/h3-4,6-10,20H,2,5H2,1H3,(H,19,21)/b4-3+",C17H16N2O5,328,1.71,4.66,-2.73,3.58,-60,3.1344534698912803,1,CONCAT
O[C@@H](C)c1ccc(c(c1C(=O)O)O)OC(=O)c1ncoc1,17/000001393,"InChI=1S/C13H11NO7/c1-6(15)7-2-3-9(11(16)10(7)12(17)18)21-13(19)8-4-20-5-14-8/h2-6,15-16H,1H3,(H,17,18)/t6-/m0/s1",C13H10NO7,292,0.16,4.66,-3.53,3.58,-190,3.390026853294847,1,CONCAT
Sc1c(/C=C/COCC)cc(cc1ON)Br,15/000000020,"InChI=1S/C11H14BrNO2S/c1-2-14-5-3-4-8-6-9(12)7-10(15-13)11(8)16/h3-4,6-7,16H,2,5,13H2,1H3/b4-3+",C11H14NO2SBr,304,2.47,4.66,-9.14,2.35,-40,3.3107736501735063,1,CONCAT
OC/C=C(\C)/C=C/c1cc(Br)cc(c1S)ON,15/000000230,"InChI=1S/C12H14BrNO2S/c1-8(4-5-15)2-3-9-6-10(13)7-11(16-14)12(9)17/h2-4,6-7,15,17H,5,14H2,1H3/b3-2+,8-4+",C12H14NO2SBr,316,1.94,4.65,-8.96,2.35,-60,3.456479959766978,1,CONCAT
OC(=O)CC(=O)Oc1ccccc1O,17/000000026,"InChI=1S/C9H8O5/c10-6-3-1-2-4-7(6)14-9(13)5-8(11)12/h1-4,10H,5H2,(H,11,12)",C9H8O5,196,0.6,4.65,0.37,3.58,0,1.988650221319668,1,CONCAT
ONCC(=O)Cc1nnc(s1)[C@H](CC)C(=O)O,1/000000287,"InChI=1S/C9H13N3O4S/c1-2-6(9(14)15)8-12-11-7(17-8)3-5(13)4-10-16/h6,10,16H,2-4H2,1H3,(H,14,15)/t6-/m0/s1",C9H13N3O4S,259,-0.14,4.65,-1.85,3.72,-170,3.627629853428811,1,CONCAT
ON[C@H](C(=O)Cc1nnc(s1)CNC(=O)C)c1n[nH]cc1Br,1/000000279,"InChI=1S/C11H13BrN6O3S/c1-5(19)13-4-9-16-15-8(22-9)2-7(20)11(18-21)10-6(12)3-14-17-10/h3,11,18,21H,2,4H2,1H3,(H,13,19)(H,14,17)/t11-/m1/s1",C11H13N6O3SBr,389,0.24,4.65,0.84,3.84,-190,4.051943956479381,1,CONCAT
OC/C=C\1/C(=NNC1=O)C(=O)Cc1oc(cc1)C[C@H](C)S,1/000000634,"InChI=1S/C14H16N2O4S/c1-8(21)6-9-2-3-10(20-9)7-12(18)13-11(4-5-17)14(19)16-15-13/h2-4,8,17,21H,5-7H2,1H3,(H,16,19)/b11-4-/t8-/m0/s1",C14H16N2O4S,308,0.76,4.65,3.38,2.48,-170,4.145092049441715,1,CONCAT
ON[C@H](CCCC)c1nonc1,1/000000007,"InChI=1S/C7H13N3O2/c1-2-3-4-6(9-11)7-5-8-12-10-7/h5-6,9,11H,2-4H2,1H3/t6-/m1/s1",C7H13N3O2,171,2.09,4.65,3.82,2.35,-170,4.003332867621314,1,CONCAT
OC/C=C\1/C(=NNC1=O)C(=O)Cc1oc(cc1)CN(C)C(=S)Cl,1/000000605,"InChI=1S/C14H14ClN3O4S/c1-18(14(15)23)7-9-3-2-8(22-9)6-11(20)12-10(4-5-19)13(21)17-16-12/h2-4,19H,5-7H2,1H3,(H,17,21)/b10-4-",C14H14N3O4SCl,355,-0.08,4.65,2.38,3.84,-20,3.67709361912768,1,CONCAT
Oc1c(OC(=O)CO)ccc(c1)c1nonc1,17/000000087,"InChI=1S/C10H8N2O5/c13-5-10(15)16-9-2-1-6(3-8(9)14)7-4-11-17-12-7/h1-4,13-14H,5H2",C10H8N2O5,236,1.31,4.65,-4.82,18.2,-160,2.9774367741482486,1,CONCAT
ONC/C=C\C[C@H](Cc1ccc([nH]1)CC=C)O,1/000000916,"InChI=1S/C13H20N2O2/c1-2-5-11-7-8-12(15-11)10-13(16)6-3-4-9-14-17/h2-4,7-8,13-17H,1,5-6,9-10H2/b4-3-/t13-/m1/s1",C13H20N2O2,236,1.2,4.65,-3.4,5.21,-190,4.100153306606069,1,CONCAT
Oc1c(OC(=O)C(=O)O)ccc(c1Br)C1=CCC1,17/000000835,"InChI=1S/C12H9BrO5/c13-9-7(6-2-1-3-6)4-5-8(10(9)14)18-12(17)11(15)16/h2,4-5,14H,1,3H2,(H,15,16)",C12H8O5Br,312,1.57,4.65,-4.69,3.58,-120,2.7945346567611455,1,CONCAT
Sc1scc(n1)c1ccc(c(c1Br)CCO)O,17/000001648,"InChI=1S/C11H10BrNO2S2/c12-10-6(8-5-17-11(16)13-8)1-2-9(15)7(10)3-4-14/h1-2,5,14-15H,3-4H2,(H,13,16)",C11H10NO2S2Br,332,2.61,4.65,-6.71,3.58,-180,3.2545186276670695,1,CONCAT
Oc1c(OC(=O)c2nc(=O)o[nH]2)cccc1c1cnn(c1)C,17/000001455,"InChI=1S/C13H10N4O5/c1-17-6-7(5-14-17)8-3-2-4-9(10(8)18)21-12(19)11-15-13(20)22-16-11/h2-6,18H,1H3,(H,15,16,20)",C13H10N4O5,302,0.98,4.65,-1.4,3.58,-140,2.940467774060206,1,CONCAT
OC/C=C\1/C(=NNC1=O)C(=O)Cc1oc(cc1)Br,1/000000354,"InChI=1S/C11H9BrN2O4/c12-9-2-1-6(18-9)5-8(16)10-7(3-4-15)11(17)14-13-10/h1-3,15H,4-5H2,(H,14,17)/b7-3-",C11H9N2O4Br,313,0.53,4.65,4.98,2.48,0,3.482751733684223,1,CONCAT
OC(=O)c1ccccc1/N=C\1/N(CS)CCC1,12/000000116,"InChI=1S/C12H14N2O2S/c15-12(16)9-4-1-2-5-10(9)13-11-6-3-7-14(11)8-17/h1-2,4-5,17H,3,6-8H2,(H,15,16)/b13-11+",C12H14N2O2S,250,2.1,4.64,-8.01,3.58,-20,2.855804081840557,1,CONCAT
Oc1c(OC(=O)C(=O)O)cccc1[C@H](Cc1sccc1)N,17/000001411,"InChI=1S/C14H13NO5S/c15-10(7-8-3-2-6-21-8)9-4-1-5-11(12(9)16)20-14(19)13(17)18/h1-6,10,16H,7,15H2,(H,17,18)/t10-/m0/s1",C14H12NO5S,306,0.51,4.64,-3.22,21.5,-170,3.010495232465587,1,CONCAT
Oc1c(OC(=O)C(=O)O)cccc1n1nccc1N,17/000000844,"InChI=1S/C11H9N3O5/c12-8-4-5-13-14(8)6-2-1-3-7(9(6)15)19-11(18)10(16)17/h1-5,15H,12H2,(H,16,17)",C11H8N3O5,262,0.17,4.64,-3.57,3.58,-120,2.815680304471263,1,CONCAT
OC/C=C(\COC)/C=C/c1cc(Br)cc(c1S)ON,15/000000276,"InChI=1S/C13H16BrNO3S/c1-17-8-9(4-5-16)2-3-10-6-11(14)7-12(18-15)13(10)19/h2-4,6-7,16,19H,5,8,15H2,1H3/b3-2+,9-4-",C13H16NO3SBr,346,1.42,4.64,-9.04,2.35,-80,3.6045942097967063,1,CONCAT
Sc1c(N)cc(cc1N(CCCCO)/C=C\C=C/CCO)Br,15/000000304,"InChI=1S/C16H23BrN2O2S/c17-13-11-14(18)16(22)15(12-13)19(8-4-6-10-21)7-3-1-2-5-9-20/h1-3,7,11-12,20-22H,4-6,8-10,18H2/b2-1-,7-3-",C16H23N2O2SBr,387,2.76,4.64,-6.23,19.8,-120,3.5405253748412333,1,CONCAT
N(CCCC)Cc1nnc([nH]1)[C@@H](n1nc[nH]c1=O)Cl,26/000000050,"InChI=1S/C10H16ClN7O/c1-2-3-4-12-5-7-15-9(17-16-7)8(11)18-10(19)13-6-14-18/h6,8,12H,2-5H2,1H3,(H,13,14,19)(H,15,16,17)/t8-/m1/s1",C10H16N7OCl,285,1.65,4.64,3.38,22.2,-170,4.163113552905414,1,CONCAT
Oc1c(OC(=O)c2ncoc2)cccc1c1c[nH]c(c1)CS(=O)=O,17/000000927,"InChI=1S/C15H12N2O6S/c18-14-11(9-4-10(16-5-9)7-24(20)21)2-1-3-13(14)23-15(19)12-6-22-8-17-12/h1-6,8,16,18,24H,7H2",C15H12N2O6S,348,0.92,4.64,0.3,3.58,-160,3.663162441999068,1,CONCAT
OC(=O)CCCCc1c(O)ccc(c1)C[C@H](C)O,17/000001592,"InChI=1S/C14H20O4/c1-10(15)8-11-6-7-13(16)12(9-11)4-2-3-5-14(17)18/h6-7,9-10,15-16H,2-5,8H2,1H3,(H,17,18)/t10-/m0/s1",C14H20O4,252,1.74,4.64,-3.59,3.58,-190,2.553768732390081,1,CONCAT
O[C@H](CNCc1cc(Cl)c(c(c1)NC=S)Cl)c1nnsc1,8/000000011,"InChI=1S/C12H12Cl2N4OS2/c13-8-1-7(2-9(12(8)14)16-6-20)3-15-4-11(19)10-5-21-18-17-10/h1-2,5-6,11,15,19H,3-4H2,(H,16,20)/t11-/m1/s1",C12H12N4OS2Cl2,362,3.2,4.64,-6.28,3.72,-190,3.7597000159929888,1,CONCAT
OC/C=C/1\C(=O)NN=C1C(=O)C/C=C/C(=O)CCCC,1/000000675,"InChI=1S/C14H18N2O4/c1-2-3-5-10(18)6-4-7-12(19)13-11(8-9-17)14(20)16-15-13/h4,6,8,17H,2-3,5,7,9H2,1H3,(H,16,20)/b6-4+,11-8-",C14H18N2O4,278,0.5,4.64,4.11,5.09,-170,3.53458292825857,1,CONCAT
Oc1ccc(c(c1)[C@H](/C=C/CCO)C1=NCC(=O)N1)F,16/000000093,"InChI=1S/C14H15FN2O3/c15-12-5-4-9(19)7-11(12)10(3-1-2-6-18)14-16-8-13(20)17-14/h1,3-5,7,10,18-19H,2,6,8H2,(H,16,17,20)/b3-1+/t10-/m0/s1",C14H15N2O3F,278,0.19,4.64,-3.23,19.4,-150,3.8899147454316743,1,CONCAT
Oc1c(OC(=O)C(=O)O)ccc(c1)c1oc(cc1)Br,17/000000823,"InChI=1S/C12H7BrO6/c13-10-4-3-8(18-10)6-1-2-9(7(14)5-6)19-12(17)11(15)16/h1-5,14H,(H,15,16)",C12H6O6Br,326,1.8,4.64,-7.01,3.58,-180,2.4173930263647527,1,CONCAT
OCc1cc(cc2c1s/c(=C/CO)/[nH]2)Cc1nocc1,30/000000044,"InChI=1S/C14H14N2O3S/c17-3-1-13-15-12-7-9(6-11-2-4-19-16-11)5-10(8-18)14(12)20-13/h1-2,4-5,7,15,17-18H,3,6,8H2/b13-1+",C14H14N2O3S,290,1.54,4.64,-5.53,20.5,-100,3.681544442606292,1,CONCAT
OC/C=C(\CF)/C=C/c1cc(Br)cc(c1S)ON,15/000000282,"InChI=1S/C12H13BrFNO2S/c13-10-5-9(12(18)11(6-10)17-15)2-1-8(7-14)3-4-16/h1-3,5-6,16,18H,4,7,15H2/b2-1+,8-3-",C12H13NO2SFBr,334,2.04,4.63,-7.16,2.35,-60,3.805849020968367,1,CONCAT
OC/C=C/1\C(=O)NN=C1C(=O)Cc1oc(cc1)COCCCN(=O)=O,1/000001023,"InChI=1S/C15H17N3O7/c19-6-4-12-14(16-17-15(12)21)13(20)8-10-2-3-11(25-10)9-24-7-1-5-18(22)23/h2-4,19H,1,5-9H2,(H,17,21)/b12-4-",C15H17N3O7,351,-0.23,4.63,3.74,3.84,-20,3.560541346066752,1,CONCAT
Oc1c(OC(=O)c2nnn[nH]2)cccc1N(=O)=O,17/000001303,"InChI=1S/C8H5N5O5/c14-6-4(13(16)17)2-1-3-5(6)18-8(15)7-9-11-12-10-7/h1-3,14H,(H,9,10,11,12)",C8H5N5O5,251,0.21,4.63,-0.99,2.22,0,2.871078502914992,1,CONCAT
OC/C=C/1\C(=O)NN=C1C(=O)Cc1oc(cc1)/C(=C/N)/CC,1/000001005,"InChI=1S/C15H17N3O4/c1-2-9(8-16)13-4-3-10(22-13)7-12(20)14-11(5-6-19)15(21)18-17-14/h3-5,8,19H,2,6-7,16H2,1H3,(H,18,21)/b9-8+,11-5-",C15H17N3O4,303,-0.1,4.63,1.89,3.84,-20,3.815246686316644,1,CONCAT
Oc1c(OC(=O)C(=O)O)ccc(c1)[C@@H](CN)C1=CCON1,17/000001222,"InChI=1S/C13H14N2O6/c14-6-8(9-3-4-20-15-9)7-1-2-11(10(16)5-7)21-13(19)12(17)18/h1-3,5,8,15-16H,4,6,14H2,(H,17,18)/t8-/m1/s1",C13H13N2O6,293,-0.3,4.63,-5.67,20.0,-190,3.834279317346222,1,CONCAT
OC/C=C\1/C(=NNC1=O)C(=O)Cc1oc(cc1)C=C,1/000000660,"InChI=1S/C13H12N2O4/c1-2-8-3-4-9(19-8)7-11(17)12-10(5-6-16)13(18)15-14-12/h2-5,16H,1,6-7H2,(H,15,18)/b10-5-",C13H12N2O4,260,0.25,4.63,4.39,2.48,0,3.6340530073851847,1,CONCAT
Sc1nnc([nH]1)[C@H](C[NH3+])N,1/000001084,"InChI=1S/C4H9N5S/c5-1-2(6)3-7-4(10)9-8-3/h2H,1,5-6H2,(H2,7,8,9,10)/p+1/t2-/m0/s1",C4H10N5S,160,-0.1,4.63,4.66,1.0,-150,5.455572437594872,1,CONCAT
